,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
64,101553,WHS3_50,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,2010,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
65,101818,WHS3_50,COUNTRY,SYC,YEAR,AFR,Africa,,2012,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
66,101893,WHS3_50,COUNTRY,BTN,YEAR,SEAR,South-East Asia,,2009,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
67,104412,WHS3_50,COUNTRY,LCA,YEAR,AMR,Americas,,2022,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
68,106531,WHS3_50,GLOBAL,GLOBAL,YEAR,,,,1998,,,,,,,,309,309.0,,,,2024-07-12T15:49:00.303+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
69,107370,WHS3_50,COUNTRY,CMR,YEAR,AFR,Africa,,1989,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
70,109084,WHS3_50,COUNTRY,BRA,YEAR,AMR,Americas,,1989,,,,,,,,9,9.0,,,,2024-07-12T15:49:00.303+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
71,110399,WHS3_50,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,,2008,,,,,,,,113,113.0,,,,2024-07-12T15:49:00.303+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
72,111553,WHS3_50,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,,2023,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
73,111841,WHS3_50,COUNTRY,SYC,YEAR,AFR,Africa,,2018,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
74,113692,WHS3_50,COUNTRY,ABW,YEAR,AMR,Americas,,2021,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
75,115808,WHS3_50,COUNTRY,FRA,YEAR,EUR,Europe,,2008,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
76,116050,WHS3_50,COUNTRY,CZE,YEAR,EUR,Europe,,2020,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
77,117526,WHS3_50,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,,2023,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
78,119073,WHS3_50,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,,2005,,,,,,,,89,89.0,,,,2024-07-12T15:49:00.303+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
79,121802,WHS3_50,COUNTRY,GNQ,YEAR,AFR,Africa,,2019,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
80,123753,WHS3_50,COUNTRY,BFA,YEAR,AFR,Africa,,2006,,,,,,,,3,3.0,,,,2024-07-12T15:49:00.303+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
81,124606,WHS3_50,COUNTRY,SLE,YEAR,AFR,Africa,,1995,,,,,,,,1,1.0,,,,2024-07-12T15:49:00.303+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
82,125498,WHS3_50,COUNTRY,BEL,YEAR,EUR,Europe,,2019,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
83,125647,WHS3_50,COUNTRY,TTO,YEAR,AMR,Americas,,2023,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
84,126556,WHS3_50,COUNTRY,LSO,YEAR,AFR,Africa,,2011,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
85,126589,WHS3_50,COUNTRY,AGO,YEAR,AFR,Africa,,2000,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
86,127086,WHS3_50,COUNTRY,PER,YEAR,AMR,Americas,,1996,,,,,,,,86,86.0,,,,2024-07-12T15:49:00.303+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
87,129014,WHS3_50,COUNTRY,BRA,YEAR,AMR,Americas,,1993,,,,,,,,83,83.0,,,,2024-07-12T15:49:00.303+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
88,129085,WHS3_50,COUNTRY,MKD,YEAR,EUR,Europe,,2016,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
89,129206,WHS3_50,COUNTRY,SVN,YEAR,EUR,Europe,,2012,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
90,130018,WHS3_50,COUNTRY,ERI,YEAR,AFR,Africa,,2004,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
91,130861,WHS3_50,COUNTRY,KIR,YEAR,WPR,Western Pacific,,2007,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
92,130970,WHS3_50,COUNTRY,FIN,YEAR,EUR,Europe,,2020,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
93,132055,WHS3_50,COUNTRY,ZWE,YEAR,AFR,Africa,,2019,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
94,132190,WHS3_50,COUNTRY,LVA,YEAR,EUR,Europe,,2010,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
95,133395,WHS3_50,COUNTRY,BLZ,YEAR,AMR,Americas,,2009,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
96,134152,WHS3_50,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,,2012,,,,,,,,10,10.0,,,,2024-07-12T15:49:00.303+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
97,134758,WHS3_50,COUNTRY,CYP,YEAR,EUR,Europe,,2006,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
98,136201,WHS3_50,COUNTRY,CPV,YEAR,AFR,Africa,,2013,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
99,136411,WHS3_50,COUNTRY,TKM,YEAR,EUR,Europe,,2021,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
100,137071,WHS3_50,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,2021,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
101,137235,WHS3_50,COUNTRY,LBR,YEAR,AFR,Africa,,2017,,,,,,,,1,1.0,,,,2024-07-12T15:49:00.303+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
102,141661,WHS3_50,COUNTRY,BRN,YEAR,WPR,Western Pacific,,2012,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
103,143774,WHS3_50,COUNTRY,BFA,YEAR,AFR,Africa,,1996,,,,,,,,1,1.0,,,,2024-07-12T15:49:00.303+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
104,145051,WHS3_50,COUNTRY,MLT,YEAR,EUR,Europe,,2011,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
105,148094,WHS3_50,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,2001,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
106,155503,WHS3_50,COUNTRY,BEN,YEAR,AFR,Africa,,2011,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
107,160783,WHS3_50,GLOBAL,GLOBAL,YEAR,,,,1990,,,,,,,,4339,4339.0,,,,2024-07-12T15:49:00.303+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
108,161454,WHS3_50,COUNTRY,CHE,YEAR,EUR,Europe,,2022,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
109,161525,WHS3_50,COUNTRY,ARM,YEAR,EUR,Europe,,2020,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
110,163260,WHS3_50,COUNTRY,BLR,YEAR,EUR,Europe,,2000,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
111,165485,WHS3_50,COUNTRY,GEO,YEAR,EUR,Europe,,2015,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
112,165963,WHS3_50,COUNTRY,EST,YEAR,EUR,Europe,,2019,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
113,166783,WHS3_50,COUNTRY,PYF,YEAR,WPR,Western Pacific,,2021,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
114,167227,WHS3_50,COUNTRY,PRT,YEAR,EUR,Europe,,2015,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
115,168110,WHS3_50,COUNTRY,BOL,YEAR,AMR,Americas,,2001,,,,,,,,4,4.0,,,,2024-07-12T15:49:00.303+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
116,168742,WHS3_50,COUNTRY,PRY,YEAR,AMR,Americas,,2022,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
117,170010,WHS3_50,COUNTRY,GNQ,YEAR,AFR,Africa,,2013,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
118,171914,WHS3_50,COUNTRY,SVN,YEAR,EUR,Europe,,2005,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
119,176128,WHS3_50,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,2016,,,,,,,,0,0.0,,,,2024-07-12T15:49:00.303+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
